"ID","DisplayRaceID","DisplaySexID","SkinID","FaceID","HairStyleID","HairColorID","FacialHairID","NPCItemDisplay_1","NPCItemDisplay_2","NPCItemDisplay_3","NPCItemDisplay_4","NPCItemDisplay_5","NPCItemDisplay_6","NPCItemDisplay_7","NPCItemDisplay_8","NPCItemDisplay_9","NPCItemDisplay_10","NPCItemDisplay_11","Flags","BakeName"
"2793","8","1","5","0","1","1","5","0","0","12551","9679","0","8166","0","0","11501","0","0","0","CreatureDisplayExtra-02793_HD.blp"
"2794","2","0","13","0","5","0","3","0","25551","25521","0","25522","25523","25524","0","25525","0","0","0","CreatureDisplayExtra-02794_HD.blp"
"2795","5","1","3","4","2","2","6","0","0","12554","12229","11997","7033","5380","0","0","0","0","0","CreatureDisplayExtra-02795_HD.blp"
"2796","8","0","6","0","2","6","2","0","0","11865","11859","11860","11852","15689","0","11861","0","0","0","CreatureDisplayExtra-02796_HD.blp"
"2797","1","0","1","7","1","0","5","0","0","12557","0","4881","5874","12558","0","11303","0","0","0","CreatureDisplayExtra-02797_HD.blp"
"2799","1","0","1","7","1","0","5","0","0","12557","0","4881","5874","12558","0","11303","0","0","0","CreatureDisplayExtra-02799_HD.blp"
"2800","1","1","8","9","16","2","0","0","12264","7223","0","3394","7225","7255","0","12560","0","0","0","CreatureDisplayExtra-02800_HD.blp"
"2801","1","0","9","11","6","1","8","0","12264","7223","0","3394","7225","7255","0","12560","0","0","0","CreatureDisplayExtra-02801_HD.blp"
"2802","8","0","2","2","4","2","1","0","0","7551","0","7894","8003","0","0","10016","0","0","0","CreatureDisplayExtra-02802_HD.blp"
"2803","6","1","0","3","2","0","0","0","0","12573","10883","9398","8142","11255","0","0","0","0","0","CreatureDisplayExtra-02803_HD.blp"
"2804","8","0","3","2","1","3","4","0","0","11885","0","10429","11019","15481","0","0","0","0","0","CreatureDisplayExtra-02804_HD.blp"
"2805","2","1","3","4","1","4","1","0","0","11885","0","10429","11019","11886","0","0","0","0","0","CreatureDisplayExtra-02805_HD.blp"
"2806","8","0","4","4","1","4","0","0","0","11885","0","10429","11019","0","0","0","0","0","0","CreatureDisplayExtra-02806_HD.blp"
"2807","6","1","6","0","0","1","1","0","0","7010","0","0","8163","0","0","12572","0","0","0","CreatureDisplayExtra-02807_HD.blp"
"2808","2","0","4","3","4","3","7","0","0","11885","0","10429","11019","11886","0","0","0","0","0","CreatureDisplayExtra-02808_HD.blp"
"2809","8","0","3","4","5","3","1","0","0","11885","0","10429","11019","0","0","0","0","0","0","CreatureDisplayExtra-02809_HD.blp"
"2810","6","1","10","2","3","2","2","0","0","12571","11027","10429","11019","0","0","11887","0","0","0","CreatureDisplayExtra-02810_HD.blp"
"2811","6","0","7","4","5","0","3","0","0","11885","0","10429","11019","15480","0","12774","0","0","0","CreatureDisplayExtra-02811_HD.blp"
"2812","2","0","3","3","4","0","10","0","0","0","15783","16931","6300","6301","15785","0","0","0","0","CreatureDisplayExtra-02812_HD.blp"
"2813","2","0","1","2","0","5","4","0","12563","9194","9010","9903","11790","12527","0","8954","0","0","0","CreatureDisplayExtra-02813_HD.blp"
"2814","2","0","4","5","2","7","6","3830","0","0","0","0","7942","0","0","0","0","0","0","CreatureDisplayExtra-02814_HD.blp"
"2815","2","1","1","2","1","4","5","0","0","8184","0","9189","10972","0","0","0","0","0","0","CreatureDisplayExtra-02815_HD.blp"
"2816","2","0","8","3","4","1","1","0","12520","9194","0","9903","12526","12527","0","12528","0","0","0","CreatureDisplayExtra-02816_HD.blp"
"2817","2","0","5","6","3","5","2","0","12574","9194","0","9903","9195","9196","0","9197","0","0","0","CreatureDisplayExtra-02817_HD.blp"
"2818","2","0","0","2","0","1","7","0","12525","9194","0","9903","9195","9196","0","9197","0","0","0","CreatureDisplayExtra-02818_HD.blp"
"2819","2","0","7","3","0","4","8","0","0","12575","0","8159","10992","9184","0","0","0","0","0","CreatureDisplayExtra-02819_HD.blp"
"2820","2","0","0","3","5","0","6","0","0","10961","9202","9203","8163","12254","0","11887","0","0","0","CreatureDisplayExtra-02820_HD.blp"
"2821","1","0","0","1","11","2","1","0","0","8371","0","0","7033","0","0","0","0","0","0","CreatureDisplayExtra-02821_HD.blp"
"2822","2","0","3","4","1","1","7","0","0","12579","0","9914","8166","10887","0","12578","0","0","0","CreatureDisplayExtra-02822_HD.blp"
"2823","2","0","3","4","1","5","0","12588","6025","9014","0","9015","9541","9017","0","12587","0","0","0","CreatureDisplayExtra-02823_HD.blp"
"2824","1","0","6","5","6","0","4","0","0","12589","12590","5468","3201","5470","0","5435","0","0","0","CreatureDisplayExtra-02824_HD.blp"
"2825","1","0","5","2","0","9","1","15339","0","12585","0","4907","6091","8950","0","12226","0","0","0","CreatureDisplayExtra-02825_HD.blp"
"2826","2","0","7","1","5","5","5","0","12591","12592","12593","0","11104","10693","0","10694","0","0","0","CreatureDisplayExtra-02826_HD.blp"
"2827","1","0","6","0","0","3","8","15339","0","12585","0","4878","6091","6005","0","3299","0","0","0","CreatureDisplayExtra-02827_HD.blp"
"2828","1","1","2","5","4","5","1","0","0","6073","0","0","6074","6909","0","0","0","0","0","CreatureDisplayExtra-02828_HD.blp"
"2829","2","0","4","1","3","1","4","0","4886","10116","12598","7766","12526","12599","0","11903","0","0","0","CreatureDisplayExtra-02829_HD.blp"
"2830","2","0","0","3","0","0","1","0","0","8153","12603","9047","8155","12541","0","12572","0","0","0","CreatureDisplayExtra-02830_HD.blp"
"2831","2","0","0","0","3","1","4","0","0","9023","0","7662","10876","6301","0","7711","0","0","0","CreatureDisplayExtra-02831_HD.blp"
"2832","2","0","7","5","4","5","10","5817","0","12606","11407","8196","11536","12607","12608","12609","0","0","0","CreatureDisplayExtra-02832_HD.blp"
"2833","2","0","0","8","0","1","9","12612","0","11155","0","8157","7781","7782","0","11002","0","0","0","CreatureDisplayExtra-02833_HD.blp"
"2834","2","0","7","8","5","5","2","0","0","12613","11939","10083","12614","10095","0","12615","0","0","0","CreatureDisplayExtra-02834_HD.blp"
"2835","2","0","0","1","0","1","2","16215","0","7551","0","8943","7710","12616","0","10016","0","0","0","CreatureDisplayExtra-02835_HD.blp"
"2836","2","0","0","7","0","1","6","15476","12618","8156","0","9024","12619","9213","0","12620","0","0","0","CreatureDisplayExtra-02836_HD.blp"
"2838","8","0","1","1","2","1","5","0","0","12627","0","10061","9187","10056","0","0","0","0","0","CreatureDisplayExtra-02838_HD.blp"
"2839","8","0","1","0","1","1","10","0","0","8180","8150","8151","10876","11499","0","10982","0","0","0","CreatureDisplayExtra-02839_HD.blp"
"2840","8","0","1","3","4","1","6","0","0","9006","12630","9401","12773","12635","0","12775","0","0","0","CreatureDisplayExtra-02840_HD.blp"
"2841","8","0","1","3","5","1","9","0","0","10018","8180","7821","9266","10089","0","10598","0","0","0","CreatureDisplayExtra-02841_HD.blp"
"2842","8","0","1","0","5","1","8","0","0","9172","0","10061","8193","12635","0","12775","0","0","0","CreatureDisplayExtra-02842_HD.blp"
"2843","8","0","1","0","2","1","5","0","0","7944","12633","8159","12634","12635","0","12636","0","0","0","CreatureDisplayExtra-02843_HD.blp"
"2844","8","0","1","2","3","1","5","0","5414","6181","0","8151","10871","10963","8171","10264","0","0","0","CreatureDisplayExtra-02844_HD.blp"
"2845","8","0","1","1","3","1","6","0","0","10018","0","7821","10886","0","0","10090","0","0","0","CreatureDisplayExtra-02845_HD.blp"
"2846","8","0","1","0","0","1","9","0","0","10018","0","0","11014","10089","10090","0","0","0","0","CreatureDisplayExtra-02846_HD.blp"
"2847","8","0","1","2","4","1","7","0","0","12640","10126","10875","10871","10004","0","12638","0","0","0","CreatureDisplayExtra-02847_HD.blp"
"2848","8","0","1","0","1","1","10","7707","0","12639","10883","12641","7942","0","8191","9170","0","0","0","CreatureDisplayExtra-02848_HD.blp"
"2849","8","0","1","2","5","1","10","7707","11272","12657","10018","0","8166","0","8171","12658","0","0","0","CreatureDisplayExtra-02849_HD.blp"
"2850","8","0","1","1","2","1","8","0","11272","12667","12668","12641","10942","10004","10939","0","0","0","0","CreatureDisplayExtra-02850_HD.blp"
"2851","1","0","3","0","1","5","5","0","12711","7676","7677","7678","7679","7680","0","7702","7683","0","0","CreatureDisplayExtra-02851_HD.blp"
"2852","1","0","5","8","1","4","4","15368","0","0","6161","6162","6163","6164","0","7720","0","0","0","CreatureDisplayExtra-02852_HD.blp"
"2853","2","0","3","2","5","1","7","0","12713","11803","0","8157","11804","12125","12714","11002","0","0","0","CreatureDisplayExtra-02853_HD.blp"
"2854","3","0","0","9","1","8","4","13238","0","12719","12720","4598","2897","4314","0","3875","0","0","0","CreatureDisplayExtra-02854_HD.blp"
"2855","3","0","2","8","5","2","6","15367","4593","3552","10719","5904","1883","7081","0","12725","0","0","0","CreatureDisplayExtra-02855_HD.blp"
"2856","3","0","1","7","6","6","2","0","0","12726","0","4297","7587","6037","0","0","0","0","0","CreatureDisplayExtra-02856_HD.blp"
"2857","3","0","2","2","0","6","0","15349","12727","10956","0","6035","6036","6037","6038","6039","0","0","0","CreatureDisplayExtra-02857_HD.blp"
"2858","4","0","2","0","0","6","4","0","12731","4492","0","8316","4497","12728","0","12729","0","0","0","CreatureDisplayExtra-02858_HD.blp"
"2859","1","0","8","3","3","5","5","15368","0","0","9755","6162","6163","6164","0","11153","0","0","0","CreatureDisplayExtra-02859_HD.blp"
"2860","2","0","0","1","2","3","3","0","12525","9194","0","9903","9195","9196","0","9197","0","0","0","CreatureDisplayExtra-02860_HD.blp"
"2861","2","1","5","7","1","2","0","0","12525","9194","0","9903","9195","9196","0","9197","0","0","0","CreatureDisplayExtra-02861_HD.blp"
"2862","6","0","12","0","2","0","5","0","0","12739","0","10988","8194","12740","0","10906","0","0","0","CreatureDisplayExtra-02862_HD.blp"
"2863","6","1","9","2","4","2","1","0","0","8148","0","10429","11019","0","0","12741","0","0","0","CreatureDisplayExtra-02863_HD.blp"
"2864","6","0","11","1","6","1","0","0","0","8180","0","9186","9266","12742","0","8191","0","0","0","CreatureDisplayExtra-02864_HD.blp"
"2866","8","0","4","2","3","6","0","0","0","0","0","8139","12928","0","12743","0","0","0","0","CreatureDisplayExtra-02866_HD.blp"
"2867","8","0","2","2","1","4","0","0","0","9669","0","9670","7947","10082","10016","0","0","0","0","CreatureDisplayExtra-02867_HD.blp"
"2868","2","0","3","2","0","1","4","0","0","10116","12598","7662","5947","12599","0","18945","0","0","0","CreatureDisplayExtra-02868_HD.blp"
"2869","2","0","8","6","2","2","10","0","0","6370","5545","9398","7710","10898","0","12744","0","0","0","CreatureDisplayExtra-02869_HD.blp"
"2870","6","1","1","0","3","2","1","0","0","8189","11186","6182","10262","11064","0","11985","0","0","0","CreatureDisplayExtra-02870_HD.blp"
"2871","8","0","1","4","4","7","6","0","0","8161","12640","0","8163","0","0","10090","0","0","0","CreatureDisplayExtra-02871_HD.blp"
"2872","8","0","1","0","2","7","5","0","0","10889","12630","6299","10902","12747","0","7517","0","0","0","CreatureDisplayExtra-02872_HD.blp"
"2873","1","0","2","10","7","0","4","15491","0","12748","0","3553","8842","7458","0","0","0","0","0","CreatureDisplayExtra-02873_HD.blp"
"2874","1","1","6","14","1","0","0","5325","0","12748","0","3553","8842","7458","0","0","0","0","0","CreatureDisplayExtra-02874_HD.blp"
"2875","1","0","3","5","11","0","2","15385","0","12750","12751","8072","2018","4027","0","1796","0","0","0","CreatureDisplayExtra-02875_HD.blp"
"2876","1","1","1","4","7","0","0","12749","0","12750","12751","8072","2018","4027","0","1796","0","0","0","CreatureDisplayExtra-02876_HD.blp"
"2877","8","0","1","3","3","7","9","0","11272","12752","10959","11880","9629","0","0","0","0","0","0","CreatureDisplayExtra-02877_HD.blp"
"2878","8","0","1","1","0","7","7","0","8549","8136","0","8133","12928","11056","0","12743","0","0","0","CreatureDisplayExtra-02878_HD.blp"
"2879","8","0","1","0","3","7","9","0","6025","7010","0","12545","12756","12747","0","12757","0","0","0","CreatureDisplayExtra-02879_HD.blp"
"2880","8","0","1","2","5","7","5","0","0","12759","0","10103","8181","12021","0","12760","0","0","0","CreatureDisplayExtra-02880_HD.blp"
"2881","8","0","1","2","2","7","9","8091","0","10018","0","9203","9204","0","0","9206","0","0","0","CreatureDisplayExtra-02881_HD.blp"
"2882","8","0","1","0","4","7","10","0","0","7774","0","10988","10006","0","0","12761","0","0","0","CreatureDisplayExtra-02882_HD.blp"
"2883","8","0","1","2","2","7","8","0","0","12762","0","8177","7011","12764","10090","12763","0","0","0","CreatureDisplayExtra-02883_HD.blp"
"2884","8","0","1","3","0","7","6","7009","11272","12766","12767","12768","11190","15690","0","12770","0","0","0","CreatureDisplayExtra-02884_HD.blp"
"2885","8","0","1","4","2","7","9","7707","11272","12771","10883","11860","11856","0","10090","7517","0","0","0","CreatureDisplayExtra-02885_HD.blp"
"2886","8","0","1","4","0","7","8","0","0","10005","7898","11860","12776","0","0","11119","0","0","0","CreatureDisplayExtra-02886_HD.blp"
"2887","3","0","9","2","2","3","8","0","0","10834","10668","8072","4310","7458","0","2057","0","0","0","CreatureDisplayExtra-02887_HD.blp"
"2888","8","0","5","4","5","4","0","5330","0","11044","0","8551","11045","0","0","0","0","0","0","CreatureDisplayExtra-02888_HD.blp"
"2889","8","0","5","4","2","3","3","0","0","11038","0","4444","4310","7458","0","0","0","0","0","CreatureDisplayExtra-02889_HD.blp"
"2890","3","0","9","11","3","4","1","5330","0","11044","0","8551","11045","0","0","0","0","0","0","CreatureDisplayExtra-02890_HD.blp"
"2891","1","0","5","7","10","0","8","10320","0","12785","0","3553","12360","0","0","0","0","0","0","CreatureDisplayExtra-02891_HD.blp"
"2892","6","0","11","3","0","1","7","5325","0","12786","0","8135","12341","0","0","0","0","0","0","CreatureDisplayExtra-02892_HD.blp"
"2893","5","0","1","6","7","6","10","0","0","2673","8187","8606","4265","3066","0","8848","0","0","0","CreatureDisplayExtra-02893_HD.blp"
"2894","2","0","3","3","6","5","2","3047","0","12106","8150","8551","4310","11832","12608","12787","0","0","0","CreatureDisplayExtra-02894_HD.blp"
"2895","8","0","1","3","3","4","1","7707","11272","12792","8189","11997","12101","0","0","11985","0","0","0","CreatureDisplayExtra-02895_HD.blp"
"2896","1","0","5","6","5","2","6","0","0","12791","0","7224","6059","7255","0","0","0","0","0","CreatureDisplayExtra-02896_HD.blp"
"2897","8","0","1","2","2","5","0","0","0","15484","9265","6182","10114","15485","0","10982","0","0","0","CreatureDisplayExtra-02897_HD.blp"
"2898","1","0","8","11","5","0","8","0","0","12263","0","7224","5339","7255","0","3850","0","0","0","CreatureDisplayExtra-02898_HD.blp"
"2899","5","1","0","0","3","8","3","0","12796","8153","0","9027","8170","9029","0","0","0","0","0","CreatureDisplayExtra-02899_HD.blp"
"2900","1","0","3","6","1","0","5","0","7685","7686","0","7687","7688","7689","0","7693","7690","0","0","CreatureDisplayExtra-02900_HD.blp"
"2901","1","0","5","4","4","6","2","0","7685","7686","0","7687","7688","7689","0","7693","7690","0","0","CreatureDisplayExtra-02901_HD.blp"
"2902","1","1","1","0","8","0","0","0","7685","7686","0","7687","7688","7689","0","7693","7690","0","0","CreatureDisplayExtra-02902_HD.blp"
"2903","8","0","2","4","1","2","0","0","0","11877","0","9027","9028","9029","0","0","0","0","0","CreatureDisplayExtra-02903_HD.blp"
"2904","1","1","2","6","11","3","1","0","7685","7686","0","7687","7688","7689","0","7693","7690","0","0","CreatureDisplayExtra-02904_HD.blp"
"2905","1","0","3","7","2","1","6","0","7685","7686","0","7687","7688","7689","0","7693","7690","0","0","CreatureDisplayExtra-02905_HD.blp"
"2906","1","0","8","2","10","3","0","0","7685","7686","0","7687","7688","7689","0","7693","7690","0","0","CreatureDisplayExtra-02906_HD.blp"
"2907","1","1","5","10","17","2","0","0","7685","7686","0","7687","7688","7689","0","7693","7690","0","0","CreatureDisplayExtra-02907_HD.blp"
"2908","1","1","2","3","16","5","0","0","7685","7686","0","7687","7688","7689","0","7693","7690","0","0","CreatureDisplayExtra-02908_HD.blp"
"2909","1","1","8","4","17","0","0","0","4491","11213","2363","2364","4439","4440","0","4438","0","0","0","CreatureDisplayExtra-02909_HD.blp"
"2910","1","0","6","3","11","0","2","0","4491","11213","2363","2364","4439","4440","0","4438","0","0","0","CreatureDisplayExtra-02910_HD.blp"
"2911","1","1","1","9","8","6","0","15380","7685","7686","0","7687","7688","7689","0","7693","7690","0","0","CreatureDisplayExtra-02911_HD.blp"
"2912","1","0","4","9","0","4","3","15380","7685","7686","0","7687","7688","7689","0","7693","7690","0","0","CreatureDisplayExtra-02912_HD.blp"
"2913","1","0","2","6","11","6","4","0","0","5729","0","5904","5839","6220","0","3052","0","0","0","CreatureDisplayExtra-02913_HD.blp"
"2914","2","0","6","7","1","1","7","0","7830","12799","0","8196","11190","11100","0","7810","0","0","0","CreatureDisplayExtra-02914_HD.blp"
"2915","1","0","5","9","11","1","0","0","0","3552","7551","4590","9380","4586","0","4583","0","0","0","CreatureDisplayExtra-02915_HD.blp"
"2916","8","0","2","0","3","1","4","7707","11272","12024","0","0","10088","0","0","0","0","0","0","CreatureDisplayExtra-02916_HD.blp"
"2917","1","0","5","5","5","5","5","0","12807","12808","12809","7224","7225","7255","0","7698","12806","0","0","CreatureDisplayExtra-02917_HD.blp"
"2918","1","0","2","9","8","2","2","0","7541","7223","0","7224","7225","7255","0","7698","12806","0","0","CreatureDisplayExtra-02918_HD.blp"
"2919","2","0","6","1","0","1","6","0","6407","8202","0","6917","9218","12814","0","12815","0","0","0","CreatureDisplayExtra-02919_HD.blp"
"2920","6","1","2","2","2","1","3","0","0","12135","12824","12981","12822","13933","0","11835","0","0","0","CreatureDisplayExtra-02920_HD.blp"
"2921","2","0","5","6","6","0","9","0","0","9031","11806","11811","11804","11805","0","11807","0","0","0","CreatureDisplayExtra-02921_HD.blp"
"2922","2","1","5","5","3","0","1","0","0","9031","11806","11811","11804","11805","0","11807","0","0","0","CreatureDisplayExtra-02922_HD.blp"
"2923","2","0","7","2","5","3","6","15391","0","8948","11803","11811","11804","11805","0","11812","0","0","0","CreatureDisplayExtra-02923_HD.blp"
"2924","2","1","3","6","3","5","0","15391","0","8948","11803","11811","11804","11805","0","11812","0","0","0","CreatureDisplayExtra-02924_HD.blp"
"2925","2","0","1","8","4","1","4","0","0","10094","11808","11811","11804","11805","0","11812","0","0","0","CreatureDisplayExtra-02925_HD.blp"
"2926","2","1","1","3","5","1","2","0","0","10094","11808","11811","11804","11805","0","11812","0","0","0","CreatureDisplayExtra-02926_HD.blp"
"2927","2","0","2","1","1","1","6","0","0","11803","11055","18603","18604","11815","0","11807","0","0","0","CreatureDisplayExtra-02927_HD.blp"
"2928","2","0","3","7","5","5","2","0","0","12826","11803","11811","11804","12850","0","12851","0","0","0","CreatureDisplayExtra-02928_HD.blp"
"2929","2","1","0","2","0","1","2","0","0","11803","11055","18603","18604","11815","0","11807","0","0","0","CreatureDisplayExtra-02929_HD.blp"
"2930","2","1","3","7","6","5","0","0","0","12826","11803","11811","11804","12850","0","12851","0","0","0","CreatureDisplayExtra-02930_HD.blp"
"2931","2","0","6","3","4","2","3","0","8554","12852","11803","11811","11804","12850","0","12853","0","0","0","CreatureDisplayExtra-02931_HD.blp"
"2932","2","1","2","5","4","2","1","0","8554","12854","11803","11811","11804","12850","0","12851","0","0","0","CreatureDisplayExtra-02932_HD.blp"
"2933","2","0","4","4","3","5","1","15434","0","7811","11803","11811","11011","11805","11807","11091","0","0","0","CreatureDisplayExtra-02933_HD.blp"
"2934","2","1","4","8","0","0","0","15434","0","7811","11803","11811","11011","11805","11807","11091","0","0","0","CreatureDisplayExtra-02934_HD.blp"
"2935","8","0","0","2","2","3","2","0","11272","12024","0","0","10088","0","0","0","0","0","0","CreatureDisplayExtra-02935_HD.blp"
"2936","8","1","1","2","3","2","3","0","11272","12024","0","0","10088","0","0","0","0","0","0","CreatureDisplayExtra-02936_HD.blp"
"2937","6","0","13","2","3","2","3","7009","12867","12868","12603","8154","8155","12869","0","12870","0","0","0","CreatureDisplayExtra-02937_HD.blp"
"2938","7","0","3","3","2","1","1","0","0","2471","0","5728","7587","4272","0","10357","0","0","0","CreatureDisplayExtra-02938_HD.blp"
"2939","1","1","0","7","14","5","3","0","0","12879","0","8241","8242","5786","0","0","0","0","0","CreatureDisplayExtra-02939_HD.blp"
"2940","2","0","4","2","1","5","7","0","12885","12886","11803","9024","11804","12850","0","12851","0","0","0","CreatureDisplayExtra-02940_HD.blp"
"2941","2","0","5","4","5","1","2","0","4491","12887","11803","11811","9218","11408","0","11537","0","0","0","CreatureDisplayExtra-02941_HD.blp"
"2960","2","1","3","5","3","0","2","0","5414","10113","9346","8137","5947","9196","0","9197","0","0","0","CreatureDisplayExtra-02960_HD.blp"
"2961","2","0","6","4","3","2","3","0","5414","10113","9346","8137","5947","9196","0","9197","0","0","0","CreatureDisplayExtra-02961_HD.blp"
"2963","2","0","3","2","5","6","1","0","5414","10113","9346","8137","5947","9196","0","9197","0","0","0","CreatureDisplayExtra-02963_HD.blp"
"2964","2","0","7","5","0","5","4","0","5414","10113","9346","8137","5947","9196","0","9197","0","0","0","CreatureDisplayExtra-02964_HD.blp"
"2965","6","0","5","3","0","1","5","0","0","25112","9548","22816","24323","23878","0","29313","0","0","0","CreatureDisplayExtra-02965_HD.blp"
"2966","2","1","6","3","2","3","5","0","0","11094","0","0","11838","10539","0","12921","0","0","0","CreatureDisplayExtra-02966_HD.blp"
"2980","2","0","3","4","1","5","3","0","12548","0","12920","8204","7765","9653","8197","0","0","0","0","CreatureDisplayExtra-02980_HD.blp"
"2981","8","0","0","0","0","0","0","0","0","0","9735","0","9187","39152","0","7655","0","0","0","CreatureDisplayExtra-02981_HD.blp"
"2982","8","0","14","4","1","8","1","0","0","17640","9456","9917","17641","17642","17643","17652","0","0","0","CreatureDisplayExtra-02982_HD.blp"
"2985","7","0","3","2","6","4","3","0","0","13074","0","5461","12958","11782","0","7523","0","0","0","CreatureDisplayExtra-02985_HD.blp"
"2986","8","0","14","0","1","8","4","0","0","7674","0","0","8961","12956","7658","7635","0","0","0","CreatureDisplayExtra-02986_HD.blp"
"2987","8","1","14","2","1","8","3","0","0","7674","0","0","8961","12956","7658","7635","0","0","0","CreatureDisplayExtra-02987_HD.blp"
"2988","8","0","9","1","2","2","5","0","11946","11404","12640","16931","17649","9813","0","15785","0","0","0","CreatureDisplayExtra-02988_HD.blp"
"2990","1","1","6","4","1","4","1","0","12962","10837","11803","11811","11804","5366","0","11812","0","0","0","CreatureDisplayExtra-02990_HD.blp"
"2991","8","0","14","0","4","3","2","0","17651","8215","7663","0","8961","17650","8210","8954","0","0","0","CreatureDisplayExtra-02991_HD.blp"
"2992","8","0","9","0","1","4","10","0","0","17635","0","0","9671","0","0","11876","0","0","0","CreatureDisplayExtra-02992_HD.blp"
"2994","8","0","9","2","2","4","7","0","16458","17636","17637","11953","11063","17638","14535","19895","0","0","0","CreatureDisplayExtra-02994_HD.blp"
"3000","1","0","8","0","5","2","4","0","0","13072","13073","5800","5652","6019","0","11981","0","0","0","CreatureDisplayExtra-03000_HD.blp"
"3020","1","0","1","0","1","2","5","0","0","13003","5477","8431","6865","13004","0","5378","0","0","0","CreatureDisplayExtra-03020_HD.blp"
"3021","1","0","1","11","7","5","1","0","0","8339","0","5725","7587","7623","0","0","0","0","0","CreatureDisplayExtra-03021_HD.blp"
"3022","1","0","4","8","10","5","4","0","0","2964","0","0","3193","3194","0","2987","0","0","0","CreatureDisplayExtra-03022_HD.blp"
"3023","1","0","8","2","7","0","7","0","0","10318","10719","3696","6957","4314","0","3875","0","0","0","CreatureDisplayExtra-03023_HD.blp"
"3024","3","0","0","6","1","5","0","0","0","14009","13007","3696","5346","13008","0","13009","0","0","0","CreatureDisplayExtra-03024_HD.blp"
"3025","1","0","4","0","6","1","1","0","0","2645","0","3576","5654","4586","0","4583","0","0","0","CreatureDisplayExtra-03025_HD.blp"
"3026","1","0","0","7","3","3","3","0","0","13013","0","5904","10161","5366","0","0","0","0","0","CreatureDisplayExtra-03026_HD.blp"
"3027","1","0","7","11","1","0","5","0","0","12055","10381","8072","2185","9675","0","0","0","0","0","CreatureDisplayExtra-03027_HD.blp"
"3028","1","0","4","7","4","2","3","0","0","2964","0","13014","5297","5451","0","13015","0","0","0","CreatureDisplayExtra-03028_HD.blp"
"3029","1","0","9","5","5","6","4","0","5005","5350","3082","12983","2018","3084","0","3085","0","0","0","CreatureDisplayExtra-03029_HD.blp"
"3030","1","0","5","0","6","0","0","0","0","13016","5447","3251","4617","13017","0","3605","0","0","0","CreatureDisplayExtra-03030_HD.blp"
"3031","1","0","3","11","7","2","3","0","13018","13019","10503","4297","4293","1981","0","13020","7690","0","0","CreatureDisplayExtra-03031_HD.blp"
"3032","1","0","3","7","1","0","8","0","7685","12233","0","7687","7688","7689","0","7693","7690","0","0","CreatureDisplayExtra-03032_HD.blp"
"3033","1","1","0","8","13","5","0","0","7685","12233","0","7687","7688","7689","0","7693","7690","0","0","CreatureDisplayExtra-03033_HD.blp"
"3034","3","0","0","4","1","3","4","0","0","13021","11332","4847","5346","8262","0","9050","0","0","0","CreatureDisplayExtra-03034_HD.blp"
"3035","1","0","3","11","2","2","1","0","7685","7686","0","7687","7688","12235","0","7693","7690","0","0","CreatureDisplayExtra-03035_HD.blp"
"3036","1","1","4","9","15","2","0","0","7685","7686","0","7687","7688","12235","0","7693","7690","0","0","CreatureDisplayExtra-03036_HD.blp"
"3037","4","1","5","4","3","5","4","8380","5678","6029","0","0","6030","6031","0","8305","0","0","0","CreatureDisplayExtra-03037_HD.blp"
"3038","4","1","0","6","5","4","8","8380","5678","6029","0","0","6030","6031","0","8305","0","0","0","CreatureDisplayExtra-03038_HD.blp"
"3039","4","1","3","5","1","5","8","8380","5678","6029","0","0","6030","6031","0","8305","0","0","0","CreatureDisplayExtra-03039_HD.blp"
"3040","4","1","5","7","2","7","4","8380","5678","6029","0","0","6030","6031","0","8305","0","0","0","CreatureDisplayExtra-03040_HD.blp"
"3041","4","1","8","1","4","0","5","8380","5678","6029","0","0","6030","6031","0","8305","0","0","0","CreatureDisplayExtra-03041_HD.blp"
"3042","4","1","8","1","6","6","0","8380","5678","6029","0","0","6030","6031","0","8305","0","0","0","CreatureDisplayExtra-03042_HD.blp"
"3043","4","1","0","3","6","3","5","8380","5678","6029","0","0","6030","6031","0","8305","0","0","0","CreatureDisplayExtra-03043_HD.blp"
"3044","4","1","4","7","1","1","0","8380","5678","6029","0","0","6030","6031","0","8305","0","0","0","CreatureDisplayExtra-03044_HD.blp"
"3045","4","1","8","7","0","4","4","8380","5678","6029","0","0","6030","6031","0","8305","0","0","0","CreatureDisplayExtra-03045_HD.blp"
"3046","4","1","1","7","4","7","6","8380","5678","6029","0","0","6030","6031","0","8305","0","0","0","CreatureDisplayExtra-03046_HD.blp"
"3047","4","1","5","5","1","5","3","8380","5678","6029","0","0","6030","6031","0","8305","0","0","0","CreatureDisplayExtra-03047_HD.blp"
"3048","4","1","4","3","5","1","2","8380","5678","6029","0","0","6030","6031","0","8305","0","0","0","CreatureDisplayExtra-03048_HD.blp"
"3049","1","1","1","5","7","2","1","0","0","10834","13032","4297","5654","4921","0","0","0","0","0","CreatureDisplayExtra-03049_HD.blp"
"3050","1","1","2","2","1","3","1","0","0","12375","0","5838","13033","11315","0","0","0","0","0","CreatureDisplayExtra-03050_HD.blp"
"3051","1","1","4","1","12","5","0","0","0","13034","13035","4864","8426","9773","0","0","0","0","0","CreatureDisplayExtra-03051_HD.blp"
"3052","1","1","7","10","17","0","5","0","8035","13036","12168","13037","12169","13038","0","13039","0","0","0","CreatureDisplayExtra-03052_HD.blp"
